,Unnamed: 0,Interval,Utc,FrontBP,SteerAng,Battery,AccelX,AccelY,AccelZ,Yaw,Pitch,Roll,Gsum,GsumMax,GsumPct,RPM,TPS,InjectorPW,Baro,MAP,Lambda,IAT,EngineTemp,EOP,EOT,WSFR,WSFL,WSRR,WSRL,TCSet,TCSlip,TCComp,TCCut,Analog8,OilTemp,AA_On,ThermLF1,ThermLF2,ThermRR1,ThermRR2,ThermLF3,ThermLF4,ThermLF5,ThermLF6,ThermLF7,ThermLF8,ThermRR3,ThermRR4,ThermRR5,ThermRR6,ThermRR7,ThermRR8,AA_LowDrag,Gear,AA_On1,AA_LowDrag1,Fuel_Mix,AA_Packages,Latitude,Longitude,Speed,Altitude,GPSSats,GPSQual,GPSDOP,run,x,y,label
0,4,1717581,1746076495211,3.9,134.0,,-0.02,-0.04,0.92,0.0,-1.0,0.0,0.92,0.92,100.0,6616.0,9.7,3.58,,10.41,0.955,64.6,,75.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
1,9,1717681,1746076495314,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
2,14,1717781,1746076495414,5.78,134.0,,-0.04,0.06,0.91,0.0,-1.0,0.0,0.92,0.94,97.0,6920.0,0.7,1.4,,8.25,0.954,64.6,,76.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.06,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
3,19,1717881,1746076495514,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
4,24,1717981,1746076495614,7.67,134.0,,-0.04,0.03,0.93,0.0,-1.0,0.0,0.94,0.98,95.0,6534.0,14.7,3.36,,10.17,0.954,64.6,,69.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.07,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
5,29,1718081,1746076495714,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.11,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
6,34,1718181,1746076495814,5.78,134.0,,-0.03,0.04,0.96,0.0,-1.0,0.0,0.96,1.0,96.0,6782.0,0.0,1.4,,8.71,0.955,64.6,,72.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.15,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
7,39,1718281,1746076495914,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
8,44,1718381,1746076496006,5.15,134.0,13.95,0.01,0.18,1.17,3.0,-1.0,0.0,1.18,1.22,96.0,5642.0,0.0,1.4,15.0,8.46,0.956,64.6,86.0,60.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
9,49,1718481,1746076496116,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.08,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
10,54,1718581,1746076496214,5.15,133.0,,-0.04,-0.14,0.84,1.0,-1.0,-1.0,0.85,1.22,70.0,4385.0,3.7,2.2,,9.73,0.955,64.6,,56.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.16,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
11,59,1718681,1746076496313,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.31,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
12,64,1718781,1746076496415,4.52,134.0,,-0.02,0.15,0.95,-1.0,-1.0,0.0,0.97,1.22,79.0,3642.0,14.2,4.45,,13.11,0.955,64.6,,54.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.23,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
13,69,1718881,1746076496513,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
14,74,1718981,1746076496615,4.52,134.0,,-0.05,-0.01,1.07,3.0,0.0,1.0,1.08,1.22,88.0,3396.0,8.8,4.18,,13.52,0.955,64.6,,54.4,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.16,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
15,79,1719081,1746076496715,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.22,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
16,84,1719181,1746076496815,6.41,134.0,,-0.03,-0.03,1.14,3.0,-1.0,1.0,1.14,1.22,93.0,2985.0,14.9,4.51,,13.53,0.955,64.6,,54.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.18,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
17,89,1719281,1746076496915,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
18,94,1719381,1746076497007,5.15,134.0,13.93,-0.03,-0.01,1.07,1.0,-1.0,0.0,1.07,1.22,88.0,2662.0,29.5,4.47,15.0,14.35,0.955,64.6,86.0,56.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.993969,-76.93988,0.08,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
19,99,1719481,1746076497113,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
20,104,1719581,1746076497213,4.52,134.0,,-0.03,-0.01,1.02,1.0,-1.0,0.0,1.02,1.22,84.0,2468.0,35.6,4.42,,14.48,0.955,64.6,,51.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
21,109,1719681,1746076497312,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
22,114,1719781,1746076497414,5.78,134.0,,-0.05,-0.01,1.01,1.0,-1.0,0.0,1.01,1.22,83.0,2199.0,35.6,4.38,,14.52,0.955,64.6,,47.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
23,119,1719881,1746076497512,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
24,124,1719981,1746076497612,5.15,134.0,,-0.03,0.0,1.01,0.0,-1.0,0.0,1.01,1.22,83.0,2219.0,35.3,4.43,,14.51,0.955,64.6,,47.1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.08,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
25,129,1720081,1746076497714,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
26,134,1720181,1746076497814,3.9,134.0,,-0.04,0.01,0.98,1.0,-1.0,0.0,0.98,1.22,80.0,2765.0,46.1,4.93,,14.47,0.955,64.6,,53.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
27,139,1720281,1746076497914,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
28,144,1720381,1746076498008,3.9,134.0,13.94,-0.03,-0.05,1.2,0.0,-2.0,0.0,1.2,1.22,98.0,2902.0,50.7,4.62,15.0,14.52,0.955,64.6,86.0,60.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
29,149,1720481,1746076498116,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
30,154,1720581,1746076498216,4.52,134.0,,-0.03,-0.03,1.09,0.0,-2.0,0.0,1.09,1.31,83.0,3121.0,50.6,4.71,,14.47,0.955,66.4,,63.9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
31,159,1720681,1746076498315,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.0,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
32,164,1720781,1746076498415,4.52,134.0,,-0.04,-0.02,1.0,-1.0,-1.0,1.0,1.0,1.31,76.0,3438.0,50.6,4.79,,14.43,0.955,66.4,,63.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
33,169,1720881,1746076498515,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
34,174,1720981,1746076498615,0.0,133.0,,-0.05,-0.17,1.13,0.0,-2.0,-1.0,1.14,1.31,87.0,4008.0,50.6,5.22,,14.38,0.955,66.4,,67.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
35,179,1721081,1746076498715,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.08,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
36,184,1721181,1746076498815,0.0,133.0,,0.0,-0.09,0.9,1.0,-1.0,0.0,0.9,1.31,69.0,5911.0,50.6,5.42,,13.98,0.954,66.4,,74.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.05,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
37,189,1721281,1746076498915,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.04,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
38,194,1721381,1746076499007,0.0,133.0,13.81,0.0,-0.23,0.85,3.0,-1.0,-2.0,0.88,1.31,68.0,11523.0,50.6,3.95,15.0,12.51,0.954,66.4,88.0,74.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.993969,-76.93988,0.15,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
39,199,1721481,1746076499115,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,0.45,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
40,204,1721581,1746076499215,0.0,132.0,,0.04,-0.27,0.91,5.0,-1.0,-1.0,0.95,1.31,73.0,12893.0,50.5,4.13,,12.0,0.953,64.6,,74.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,0.74,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
41,209,1721681,1746076499314,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,1.09,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
42,214,1721781,1746076499414,0.0,132.0,,0.05,-0.08,0.92,3.0,-1.0,-2.0,0.92,1.31,71.0,12647.0,50.6,4.21,,11.79,0.953,64.6,,75.1,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,1.39,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
43,219,1721881,1746076499514,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993969,-76.93988,1.69,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
44,224,1721981,1746076499614,0.0,132.0,,0.13,-0.18,0.97,1.0,-1.0,-1.0,1.0,1.31,76.0,11272.0,45.0,4.2,,11.95,0.953,64.6,,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993969,-76.93988,2.19,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-49.35597976972626,unlabeled
45,229,1722081,1746076499714,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993973,-76.93988,3.36,27.3,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.91191838258176,unlabeled
46,234,1722181,1746076499814,0.0,132.0,,0.26,-0.35,1.01,-1.0,-1.0,-1.0,1.1,1.31,84.0,11272.0,45.0,4.2,,11.95,0.953,64.6,,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993973,-76.93988,4.69,27.4,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.91191838258176,unlabeled
47,239,1722281,1746076499914,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993973,-76.93988,7.58,27.4,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.91191838258176,unlabeled
48,244,1722381,1746076500006,0.0,132.0,13.81,0.33,-0.18,0.93,-3.0,-1.0,0.0,1.0,1.31,77.0,11272.0,45.0,4.2,15.0,11.95,0.953,64.6,88.0,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.993977,-76.93988,9.07,27.4,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.46785699464844,unlabeled
49,249,1722481,1746076500114,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993977,-76.93988,11.03,27.4,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.46785699464844,unlabeled
50,254,1722581,1746076500214,0.0,132.0,,0.36,-0.18,1.05,-6.0,-1.0,0.0,1.12,1.31,86.0,11272.0,45.0,4.2,,11.95,0.953,64.6,,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.99398,-76.93988,12.4,27.4,29.0,3.0,0.9,rc_1,-48.174552678999945,-48.13481095409286,unlabeled
51,259,1722681,1746076500313,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993984,-76.939873,13.73,27.4,29.0,3.0,0.9,rc_1,-47.56811959166893,-47.69074956694836,unlabeled
52,264,1722781,1746076500413,0.0,131.0,,0.47,-0.19,1.08,-10.0,-1.0,0.0,1.19,1.31,91.0,11272.0,45.0,4.2,,11.95,0.953,64.6,,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993988,-76.939873,16.28,27.4,29.0,3.0,0.9,rc_1,-47.56811959166893,-47.24668817901505,unlabeled
53,269,1722881,1746076500513,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.993992,-76.939873,18.5,27.4,29.0,3.0,0.9,rc_1,-47.56811959166893,-46.80262679187055,unlabeled
54,274,1722981,1746076500613,0.0,132.0,,0.52,-0.26,1.02,-10.0,-1.0,0.0,1.18,1.31,90.0,11272.0,45.0,4.2,,11.95,0.953,64.6,,72.7,5.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.993996,-76.939873,19.61,27.4,29.0,3.0,0.9,rc_1,-47.56811959166893,-46.358565403937234,unlabeled
55,279,1723081,1746076500715,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.27,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994,-76.939865,21.72,27.4,29.0,3.0,0.9,rc_1,-46.87505320509252,-45.91450401679273,unlabeled
