,Unnamed: 0,Interval,Utc,FrontBP,SteerAng,Battery,AccelX,AccelY,AccelZ,Yaw,Pitch,Roll,Gsum,GsumMax,GsumPct,RPM,TPS,InjectorPW,Baro,MAP,Lambda,IAT,EngineTemp,EOP,EOT,WSFR,WSFL,WSRR,WSRL,TCSet,TCSlip,TCComp,TCCut,Analog8,OilTemp,AA_On,ThermLF1,ThermLF2,ThermRR1,ThermRR2,ThermLF3,ThermLF4,ThermLF5,ThermLF6,ThermLF7,ThermLF8,ThermRR3,ThermRR4,ThermRR5,ThermRR6,ThermRR7,ThermRR8,AA_LowDrag,Gear,AA_On1,AA_LowDrag1,Fuel_Mix,AA_Packages,Latitude,Longitude,Speed,Altitude,GPSSats,GPSQual,GPSDOP,run,x,y,label
2967,14848,2016681,1746076794318,,,,,,,,,,,,,,,,,,,,,,,20.0,1.0,20.0,23.0,0.0,207.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994633,-76.939255,32.43,27.4,29.0,3.0,0.9,rc_1,5.971258716573568,24.3582105514779,unlabeled
2968,14853,2016781,1746076794418,0.0,117.0,,-0.4,-0.8,0.99,-71.0,1.0,0.0,1.34,1.49,89.0,8061.0,20.0,3.78,,10.6,0.953,73.6,,52.2,5.0,19.0,1.0,24.0,24.0,0.0,126.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994629,-76.939247,32.19,27.4,29.0,3.0,0.9,rc_1,6.664325103149982,23.9141491643334,unlabeled
2969,14858,2016881,1746076794518,,,,,,,,,,,,,,,,,,,,,,,19.0,1.0,25.0,24.0,0.0,66.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994617,-76.93924,33.13,27.4,29.0,3.0,0.9,rc_1,7.2707581904809935,22.581965001322267,unlabeled
2970,14863,2016981,1746076794617,0.0,117.0,,-0.16,-0.93,1.09,-70.0,1.0,0.0,1.44,1.49,96.0,8561.0,20.6,3.92,,10.56,0.955,73.6,,57.2,5.0,21.0,1.0,27.0,26.0,0.0,255.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.99461,-76.93924,34.46,27.4,29.0,3.0,0.9,rc_1,7.2707581904809935,21.804857573622186,unlabeled
2971,14868,2017081,1746076794717,,,,,,,,,,,,,,,,,,,,,,,21.0,1.0,28.0,27.0,0.0,59.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994602,-76.939232,35.78,27.4,29.0,3.0,0.9,rc_1,7.963824575826274,20.916734798544372,unlabeled
2972,14873,2017181,1746076794817,0.0,118.0,,-0.03,-0.61,0.77,-63.0,1.0,1.0,0.98,1.49,66.0,9041.0,19.5,3.44,,10.09,0.953,73.6,,69.1,5.0,22.0,1.0,29.0,28.0,0.0,249.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994591,-76.939232,37.44,27.3,29.0,3.0,0.9,rc_1,7.963824575826274,19.695565982910978,unlabeled
2973,14878,2017281,1746076794917,,,,,,,,,,,,,,,,,,,,,,,25.0,1.0,26.0,27.0,0.0,184.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994583,-76.939232,39.01,27.3,29.0,3.0,0.9,rc_1,7.963824575826274,18.80744320783316,unlabeled
2974,14883,2017381,1746076795009,2.01,119.0,13.97,0.17,-0.31,0.78,-32.0,2.0,-1.0,0.86,1.49,57.0,8731.0,18.5,3.41,15.0,10.09,0.951,73.6,196.0,60.8,5.0,26.0,1.0,26.0,26.0,0.0,50.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.994572,-76.939232,41.71,27.3,30.0,3.0,0.9,rc_1,7.963824575826274,17.586274392199766,unlabeled
2975,14888,2017481,1746076795113,,,,,,,,,,,,,,,,,,,,,,,26.0,1.0,28.0,27.0,0.0,78.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994564,-76.939232,43.2,27.3,30.0,3.0,0.9,rc_1,7.963824575826274,16.698151617121948,unlabeled
2976,14893,2017581,1746076795213,2.64,120.0,,0.2,-0.36,0.93,-17.0,-2.0,-2.0,1.01,1.1,92.0,9280.0,17.9,3.21,,9.69,0.955,73.6,,67.1,5.0,28.0,1.0,28.0,29.0,0.0,14.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994553,-76.939232,43.2,27.3,30.0,3.0,0.9,rc_1,7.963824575826274,15.476982802277366,unlabeled
2977,14898,2017681,1746076795317,,,,,,,,,,,,,,,,,,,,,,,28.0,1.0,28.0,30.0,0.0,18.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994541,-76.939224,44.8,27.3,30.0,3.0,0.9,rc_1,8.656890962402686,14.144798639266236,unlabeled
2978,14903,2017781,1746076795417,2.64,121.0,,0.25,0.34,1.04,4.0,-1.0,-2.0,1.13,1.13,100.0,9825.0,18.2,3.37,,9.46,0.951,73.6,,69.2,5.0,30.0,1.0,30.0,31.0,0.0,254.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994534,-76.939224,46.05,27.3,30.0,3.0,0.9,rc_1,8.656890962402686,13.367691211566154,unlabeled
2979,14908,2017881,1746076795517,,,,,,,,,,,,,,,,,,,,,,,30.0,1.0,31.0,31.0,0.0,90.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994518,-76.939224,47.19,27.3,30.0,3.0,0.9,rc_1,8.656890962402686,11.591445661410523,unlabeled
2980,14913,2017981,1746076795616,2.64,122.0,,0.25,0.47,1.19,26.0,-3.0,0.0,1.31,1.31,100.0,10378.0,16.6,3.29,,9.09,0.954,73.6,,69.4,5.0,31.0,1.0,31.0,32.0,0.0,49.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994507,-76.939224,47.93,27.3,30.0,3.0,0.9,rc_1,8.656890962402686,10.370276845777127,unlabeled
2981,14918,2018081,1746076795716,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,32.0,32.0,0.0,6.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994495,-76.939217,48.25,27.2,30.0,3.0,0.9,rc_1,9.263324049733699,9.03809268355481,unlabeled
2982,14923,2018181,1746076795816,3.27,123.0,,0.32,0.83,1.22,40.0,-3.0,-1.0,1.51,1.65,91.0,10744.0,16.5,2.83,,8.81,0.955,73.6,,70.9,5.0,32.0,1.0,32.0,33.0,0.0,60.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994484,-76.939217,49.19,27.2,30.0,3.0,0.9,rc_1,9.263324049733699,7.816923867921414,unlabeled
2983,14928,2018281,1746076795916,,,,,,,,,,,,,,,,,,,,,,,33.0,1.0,33.0,34.0,0.0,18.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994472,-76.939209,49.22,27.2,30.0,3.0,0.9,rc_1,9.956390435078978,6.484739705699096,unlabeled
2984,14933,2018381,1746076796010,0.0,122.0,13.95,0.26,0.99,1.19,43.0,-2.0,-1.0,1.58,1.58,100.0,10874.0,16.3,2.7,15.0,8.65,0.955,73.6,196.0,71.0,5.0,33.0,1.0,33.0,32.0,0.0,14.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.994461,-76.939201,49.95,27.2,30.0,3.0,0.9,rc_1,10.649456821655392,5.263570890065701,unlabeled
2985,14938,2018481,1746076796116,,,,,,,,,,,,,,,,,,,,,,,32.0,1.0,33.0,32.0,0.0,250.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994453,-76.939194,50.79,27.1,30.0,3.0,0.9,rc_1,11.255889908986404,4.375448114987885,unlabeled
2986,14943,2018581,1746076796218,0.0,120.0,,0.17,0.41,1.14,25.0,-2.0,2.0,1.22,1.58,77.0,10814.0,15.6,2.62,,8.53,0.952,73.6,,68.4,5.0,32.0,0.0,33.0,34.0,0.0,248.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994442,-76.939178,51.26,27.1,30.0,3.0,0.9,rc_1,12.642022680908097,3.15427929935449,unlabeled
2987,14948,2018681,1746076796318,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,33.0,33.0,0.0,12.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994431,-76.939178,51.56,27.1,30.0,3.0,0.9,rc_1,12.642022680908097,1.9331104837210944,unlabeled
2988,14953,2018781,1746076796418,0.0,117.0,,0.03,0.01,1.1,7.0,-1.0,1.0,1.1,1.58,70.0,10817.0,11.6,1.99,,7.86,0.951,73.6,,68.2,5.0,32.0,0.0,33.0,33.0,0.0,52.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994419,-76.939163,51.57,27.1,30.0,3.0,0.9,rc_1,13.941522154815521,0.6009263214987765,unlabeled
2989,14958,2018881,1746076796518,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,32.0,33.0,0.0,57.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994411,-76.939156,51.55,27.0,30.0,3.0,0.9,rc_1,14.547955242146534,-0.28719645357903933,unlabeled
2990,14963,2018981,1746076796617,21.49,117.0,,-0.28,-0.32,0.99,-10.0,-1.0,2.0,1.08,1.58,68.0,10155.0,5.8,1.68,,6.99,0.955,73.6,,67.9,5.0,31.0,0.0,31.0,33.0,0.0,250.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994396,-76.93914,50.86,27.0,30.0,3.0,0.9,rc_1,15.934088014068227,-1.9524266563569368,unlabeled
2991,14968,2019081,1746076796717,,,,,,,,,,,,,,,,,,,,,,,30.0,0.0,30.0,31.0,0.0,119.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994389,-76.93914,49.33,27.0,30.0,3.0,0.9,rc_1,15.934088014068227,-2.72953408484583,unlabeled
2992,14973,2019181,1746076796817,11.44,117.0,,-0.43,-0.72,0.98,-21.0,-1.0,1.0,1.3,1.3,100.0,9818.0,6.3,1.59,,6.36,0.95,73.6,,61.1,5.0,30.0,0.0,28.0,30.0,0.0,16.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994373,-76.939133,47.62,27.0,30.0,3.0,0.9,rc_1,16.54052110139924,-4.50577963421265,unlabeled
2993,14978,2019281,1746076796917,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,29.0,29.0,0.0,36.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994366,-76.939125,46.08,26.9,30.0,3.0,0.9,rc_1,17.23358748674452,-5.282887062701543,unlabeled
2994,14983,2019381,1746076797009,1.38,118.0,13.89,-0.52,-0.68,0.94,-25.0,0.0,-1.0,1.27,1.38,92.0,9330.0,7.1,1.73,15.0,6.55,0.956,73.6,196.0,54.9,5.0,28.0,0.0,28.0,29.0,0.0,53.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,38.994354,-76.939125,45.11,26.9,29.0,3.0,0.9,rc_1,17.23358748674452,-6.615071224923861,unlabeled
2995,14988,2019481,1746076797115,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,28.0,28.0,0.0,92.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994343,-76.939117,43.86,26.9,29.0,3.0,0.9,rc_1,17.926653873320934,-7.836240040557256,unlabeled
2996,14993,2019581,1746076797217,0.0,118.0,,-0.43,-0.37,0.96,-26.0,-1.0,-2.0,1.11,1.38,81.0,9353.0,10.9,2.09,,7.61,0.955,73.6,,51.3,5.0,27.0,0.0,26.0,27.0,0.0,22.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994331,-76.939117,43.6,26.9,29.0,3.0,0.9,rc_1,17.926653873320934,-9.168424202779574,unlabeled
2997,14998,2019681,1746076797317,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,27.0,27.0,0.0,22.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.99432,-76.939117,43.39,26.9,29.0,3.0,0.9,rc_1,17.926653873320934,-10.38959301841297,unlabeled
2998,15003,2019781,1746076797417,0.0,120.0,,-0.24,0.06,0.97,-12.0,-1.0,-2.0,1.0,1.38,73.0,9382.0,10.3,2.11,,7.75,0.956,73.6,,54.8,5.0,27.0,0.0,27.0,27.0,0.0,17.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994312,-76.93911,43.28,26.9,29.0,3.0,0.9,rc_1,18.533086960651943,-11.277715793490785,unlabeled
2999,15008,2019881,1746076797517,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,28.0,28.0,0.0,247.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994301,-76.93911,43.88,26.8,29.0,3.0,0.9,rc_1,18.533086960651943,-12.49888460912418,unlabeled
3000,15013,2019981,1746076797616,0.0,121.0,,-0.08,0.58,1.07,9.0,-2.0,2.0,1.22,1.22,100.0,8839.0,9.1,2.22,,7.75,0.954,73.6,,49.0,5.0,28.0,0.0,29.0,26.0,0.0,29.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994289,-76.93911,43.66,26.8,29.0,3.0,0.9,rc_1,18.533086960651943,-13.831068771346498,unlabeled
3001,15018,2020081,1746076797716,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,29.0,26.0,0.0,4.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994278,-76.939102,43.41,26.8,29.0,3.0,0.9,rc_1,19.226153345997226,-15.052237586979894,unlabeled
3002,15023,2020181,1746076797818,0.0,122.0,,-0.15,0.79,1.1,31.0,-4.0,-1.0,1.36,1.4,97.0,8974.0,8.8,2.2,,7.77,0.951,73.6,,50.7,5.0,29.0,0.0,28.0,26.0,0.0,19.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.99427,-76.939102,43.03,26.8,29.0,3.0,0.9,rc_1,19.226153345997226,-15.94036036205771,unlabeled
3003,15028,2020281,1746076797918,,,,,,,,,,,,,,,,,,,,,,,29.0,0.0,29.0,25.0,0.0,247.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994259,-76.939102,42.89,26.8,29.0,3.0,0.9,rc_1,19.226153345997226,-17.161529177691104,unlabeled
3004,15033,2020381,1746076798010,0.0,122.0,13.85,-0.17,0.18,1.02,45.0,-4.0,-3.0,1.05,1.4,75.0,8940.0,8.8,2.17,15.0,7.74,0.955,73.6,196.0,49.8,5.0,28.0,0.0,28.0,25.0,0.0,12.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.994251,-76.939095,41.96,26.7,29.0,3.0,0.9,rc_1,19.83258643455937,-18.049651952768922,unlabeled
3005,15038,2020481,1746076798114,,,,,,,,,,,,,,,,,,,,,,,28.0,0.0,28.0,25.0,0.0,230.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.99424,-76.939079,42.43,26.7,29.0,3.0,0.9,rc_1,21.21871920524993,-19.270820768402317,unlabeled
3006,15043,2020581,1746076798216,0.0,121.0,,-0.11,0.48,1.06,51.0,-5.0,-1.0,1.17,1.4,83.0,8589.0,8.2,2.27,,7.94,0.95,73.6,,46.5,5.0,27.0,0.0,27.0,24.0,0.0,237.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994232,-76.939072,42.07,26.7,30.0,3.0,0.9,rc_1,21.825152293812074,-20.15894354348013,unlabeled
3007,15048,2020681,1746076798318,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,27.0,24.0,0.0,214.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994225,-76.939064,41.88,26.7,30.0,3.0,0.9,rc_1,22.518218679157354,-20.936050971180215,unlabeled
3008,15053,2020781,1746076798418,0.0,121.0,,-0.06,0.69,1.09,47.0,-4.0,-1.0,1.29,1.34,96.0,8509.0,9.1,2.25,,7.94,0.956,73.6,,45.8,5.0,27.0,0.0,27.0,26.0,0.0,232.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994217,-76.939056,41.12,26.6,30.0,3.0,0.9,rc_1,23.21128506573377,-21.82417374625803,unlabeled
3009,15058,2020881,1746076798518,,,,,,,,,,,,,,,,,,,,,,,26.0,0.0,26.0,25.0,0.0,0.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994213,-76.939041,40.65,26.6,30.0,3.0,0.9,rc_1,24.51078453841006,-22.26823513340253,unlabeled
3010,15063,2020981,1746076798617,0.13,119.0,,-0.21,0.91,0.94,40.0,-3.0,0.0,1.33,1.45,91.0,8468.0,8.2,2.26,,8.02,0.951,73.6,,45.5,5.0,26.0,0.0,26.0,24.0,0.0,238.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994209,-76.939034,40.52,26.6,30.0,3.0,0.9,rc_1,25.117217625741073,-22.712296521335844,unlabeled
3011,15068,2021081,1746076798717,,,,,,,,,,,,,,,,,,,,,,,25.0,0.0,25.0,25.0,0.0,251.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994202,-76.939018,39.86,26.6,30.0,3.0,0.9,rc_1,26.503350397662764,-23.48940394903593,unlabeled
3012,15073,2021181,1746076798817,7.04,117.0,,-0.34,0.01,0.97,3.0,-3.0,2.0,1.03,1.45,71.0,8241.0,3.4,1.58,,7.67,0.956,73.6,,45.2,5.0,23.0,0.0,25.0,25.0,0.0,132.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,0.0,38.994198,-76.939011,38.69,26.6,30.0,3.0,0.9,rc_1,27.10978348622491,-23.933465336969242,unlabeled
3013,15078,2021281,1746076798917,,,,,,,,,,,,,,,,,,,,,,,22.0,0.0,24.0,27.0,0.0,96.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,,,,,38.994194,-76.939003,38.77,26.5,30.0,3.0,0.9,rc_1,27.80284987157019,-24.377526724113743,unlabeled
3014,15083,2021381,1746076799009,2.64,117.0,13.85,-0.5,-0.48,0.98,-27.0,-3.0,1.0,1.2,1.45,83.0,7098.0,1.9,1.4,15.0,7.75,0.955,73.6,196.0,41.1,5.0,22.0,0.0,18.0,25.0,0.0,102.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.994186,-76.938988,37.64,26.5,30.0,3.0,0.9,rc_1,29.102349345477617,-25.265649499191557,unlabeled
3015,15088,2021481,1746076799115,,,,,,,,,,,,,,,,,,,,,,,21.0,0.0,20.0,22.0,0.0,39.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994179,-76.93898,35.5,26.5,30.0,3.0,0.9,rc_1,29.795415730822896,-26.04275692689164,unlabeled
3016,15093,2021581,1746076799217,3.27,116.0,,-0.59,-0.54,0.9,-42.0,0.0,1.0,1.2,1.2,100.0,6838.0,1.9,1.4,,8.23,0.956,73.6,,39.5,5.0,21.0,0.0,19.0,23.0,0.0,130.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994175,-76.93898,33.81,26.5,30.0,3.0,0.9,rc_1,29.795415730822896,-26.486818314824955,unlabeled
3017,15098,2021681,1746076799317,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,18.0,22.0,0.0,126.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994164,-76.938972,32.25,26.4,30.0,3.0,0.9,rc_1,30.488482116168175,-27.70798713045835,unlabeled
3018,15103,2021781,1746076799417,3.9,116.0,,-0.63,-0.81,0.94,-46.0,1.0,0.0,1.39,1.39,100.0,6511.0,6.4,2.49,,9.41,0.955,73.6,,36.9,5.0,19.0,0.0,18.0,21.0,0.0,77.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994156,-76.938965,31.3,26.4,30.0,3.0,0.9,rc_1,31.09491520473032,-28.596109905536164,unlabeled
3019,15108,2021881,1746076799515,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,19.0,21.0,0.0,119.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994152,-76.938965,29.98,26.4,30.0,3.0,0.9,rc_1,31.09491520473032,-29.040171292680668,unlabeled
3020,15113,2021981,1746076799616,5.78,116.0,,-0.39,-0.71,1.03,-39.0,2.0,-1.0,1.31,1.39,94.0,6717.0,7.4,2.79,,9.8,0.955,73.6,,41.5,5.0,19.0,0.0,18.0,20.0,0.0,90.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994144,-76.938957,30.25,26.4,30.0,3.0,0.9,rc_1,31.7879815900756,-29.928294067758483,unlabeled
3021,15118,2022081,1746076799716,,,,,,,,,,,,,,,,,,,,,,,18.0,0.0,19.0,20.0,0.0,106.0,0.0,0.0,2.24,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,38.994133,-76.938957,30.16,26.4,30.0,3.0,0.9,rc_1,31.7879815900756,-31.149462883391877,unlabeled
3022,15123,2022181,1746076799814,0.0,117.0,,-0.19,-0.58,0.99,-31.0,1.0,-1.0,1.16,1.39,83.0,6378.0,8.5,2.89,,10.21,0.954,73.6,,36.8,5.0,19.0,0.0,19.0,21.0,0.0,53.0,0.0,0.0,2.25,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38.994129,-76.938957,30.53,26.4,30.0,3.0,0.9,rc_1,31.7879815900756,-31.59352427053638,unlabeled
